,Year,Month,Day,User Score,Title,Genre,Duration [minutes],Director,Lead_Actor_1,Lead_Actor_2,Budget [USD],Revenue [USD],Language,Classification
150,2017,Nov,13,82,Wonder (2017),"['Drama', 'Family']",113,Stephen Chbosky,Jacob Tremblay,Julia Roberts,"$20,000,000.00","$305,937,718.00",English,PG
151,1952,Apr,09,82,Singin' in the Rain (1952),"['Comedy', 'Music', 'Romance', 'Drama']",103,Betty Comden,Gene Kelly,Donald O'Connor,"$2,540,800.00","$7,200,000.00",English,G
152,1975,Oct,24,82,My Friends (1975),['Comedy'],140,Tullio Pinelli,Ugo Tognazzi,Gastone Moschin,-,-,Italian,R
153,1942,Nov,26,82,Casablanca (1942),"['Drama', 'Romance']",102,Michael Curtiz,Humphrey Bogart,Ingrid Bergman,"$878,000.00","$10,462,500.00",English,PG
154,2021,Nov,24,82,Far from the Tree (2021),"['Animation', 'Family']",7,Natalie Nourigat,None,None,-,-,English,G
155,1983,Dec,09,82,Scarface (1983),"['Action', 'Crime', 'Drama']",170,Brian De Palma,Al Pacino,Steven Bauer,"$25,000,000.00","$66,023,329.00",English,R
156,2006,Oct,04,82,The Departed (2006),"['Drama', 'Thriller', 'Crime']",151,Martin Scorsese,Jack Nicholson,Leonardo DiCaprio,"$90,000,000.00","$291,465,000.00",English,C
157,1950,Oct,06,82,All About Eve (1950),['Drama'],139,Joseph L. Mankiewicz,Bette Davis,Anne Baxter,"$1,400,000.00","$8,400,000.00",English,PG
158,2019,Dec,24,82,Out of the Clear Blue Sky (2019),"['Comedy', 'Drama', 'Music']",112,Pepe Bojórquez,Omar Chaparro,Stephanie Cayo,-,-,Spanish; Castilian,PG13
159,2020,Jan,17,82,Me Against You: Mr. S's Vendetta (2020),"['Comedy', 'Family']",64,Luigi Calagna,Sofia Scalia,Luigi Calagna,"$75,000.00","$9,500,000.00",Italian,T
160,2012,Dec,25,82,Django Unchained (2012),"['Drama', 'Western']",165,Quentin Tarantino,Jamie Foxx,Christoph Waltz,"$100,000,000.00","$425,368,238.00",English,R
161,1960,Feb,05,82,La Dolce Vita (1960),"['Comedy', 'Drama']",176,Federico Fellini,Marcello Mastroianni,Anita Ekberg,-,"$19,647,000.00",Italian,NR
162,2019,Dec,20,82,Togo (2019),"['Adventure', 'Family']",113,Ericson Core,Willem Dafoe,Julianne Nicholson,-,-,English,PG
163,2020,Dec,23,81,The Father (2020),['Drama'],97,Florian Zeller,Anthony Hopkins,Olivia Colman,"$6,000,000.00","$21,029,340.00",English,B
164,1961,Apr,25,81,Yojimbo (1961),"['Drama', 'Thriller']",110,Akira Kurosawa,Toshirō Mifune,Tatsuya Nakadai,-,-,Japanese,NR
165,1998,Aug,28,81,"Lock, Stock and Two Smoking Barrels (1998)","['Comedy', 'Crime']",105,Guy Ritchie,Jason Flemyng,Dexter Fletcher,"$1,350,000.00","$28,356,188.00",English,R
166,1987,Jun,26,81,Full Metal Jacket (1987),"['Drama', 'War']",117,Stanley Kubrick,Matthew Modine,Adam Baldwin,"$30,000,000.00","$46,357,676.00",English,C
167,1950,Aug,26,81,Rashomon (1950),"['Crime', 'Drama', 'Mystery']",88,Akira Kurosawa,Toshirō Mifune,Machiko Kyō,"$250,000.00","$96,568.00",Japanese,NR
168,1998,Nov,20,81,Central Station (1998),['Drama'],110,Walter Salles,Fernanda Montenegro,Vinícius de Oliveira,"$2,900,000.00","$5,596,708.00",Portuguese,L
169,1992,Sep,02,81,Reservoir Dogs (1992),"['Crime', 'Thriller']",99,Quentin Tarantino,Harvey Keitel,Tim Roth,"$1,200,000.00","$2,859,750.00",English,C
170,1997,Dec,05,81,Good Will Hunting (1997),['Drama'],127,Gus Van Sant,Matt Damon,Robin Williams,"$10,000,000.00","$225,933,435.00",English,R
171,1964,Jan,29,81,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"['Drama', 'Comedy', 'War']",95,Stanley Kubrick,Peter Sellers,George C. Scott,"$1,800,000.00","$9,523,464.00",English,PG
172,1979,May,25,81,Alien (1979),"['Horror', 'Science Fiction']",117,Dan O'Bannon,Tom Skerritt,Sigourney Weaver,"$11,000,000.00","$104,931,801.00",English,R
173,1944,Jun,14,81,Double Indemnity (1944),"['Crime', 'Drama', 'Mystery', 'Thriller']",107,Billy Wilder,Fred MacMurray,Barbara Stanwyck,"$927,262.00","$2,500,000.00",English,NR
174,1924,Apr,17,81,Sherlock Jr. (1924),"['Action', 'Comedy', 'Mystery']",45,Buster Keaton,Buster Keaton,Kathryn McGuire,-,-,English,NR
175,2008,Oct,31,81,Dear Zachary: A Letter to a Son About His Father (2008),"['Documentary', 'Crime']",95,Kurt Kuenne,Kurt Kuenne,Andrew Bagby,-,-,English,NR
176,1957,Dec,26,81,Wild Strawberries (1957),['Drama'],91,Ingmar Bergman,Victor Sjöström,Bibi Andersson,-,-,Swedish,15
177,1959,Mar,19,81,Some Like It Hot (1959),"['Comedy', 'Music', 'Romance', 'Crime']",122,Billy Wilder,Tony Curtis,Jack Lemmon,"$2,883,848.00","$25,000,000.00",English,NR
178,1958,Jul,26,81,Big Deal on Madonna Street (1958),"['Comedy', 'Crime']",106,Mario Monicelli,Vittorio Gassman,Renato Salvatori,-,-,Italian,T
179,1966,Dec,16,81,Andrei Rublev (1966),"['Drama', 'History']",205,Andrei Tarkovsky,Anatoliy Solonitsyn,Ivan Lapikov,-,-,Russian,R
180,2016,Jun,03,81,Bo Burnham: Make Happy (2016),"['Comedy', 'Music']",1,Bo Burnham,Bo Burnham,Lorene Scafaria,-,-,English,AL
181,2021,Mar,18,81,Nobody (2021),"['Action', 'Crime', 'Thriller']",92,Ilya Naishuller,Bob Odenkirk,Connie Nielsen,"$17,000,000.00","$61,779,301.00",English,R
182,1998,Jun,04,81,The Truman Show (1998),"['Comedy', 'Drama']",103,Peter Weir,Jim Carrey,Laura Linney,"$60,000,000.00","$264,118,201.00",English,A
183,2022,Mar,24,81,Everything Everywhere All at Once (2022),"['Action', 'Adventure', 'Science Fiction']",140,Daniel Kwan,Michelle Yeoh,Ke Huy Quan,"$25,000,000.00","$99,000,000.00",English,B
184,2017,Jan,06,81,The Invisible Guest (2017),"['Drama', 'Mystery', 'Thriller']",107,Oriol Paulo,Mario Casas,Ana Wagener,"$4,000,000.00","$30,000,000.00",Spanish; Castilian,B
185,2013,Nov,23,81,The Tale of The Princess Kaguya (2013),"['Animation', 'Drama', 'Fantasy']",137,Isao Takahata,Aki Asakura,Kengo Kora,"$49,300,000.00","$24,366,656.00",Japanese,PG
186,1983,Nov,14,81,Michael Jackson's Thriller (1983),"['Horror', 'Music']",14,John Landis,Michael Jackson,Ola Ray,"$1,100,000.00",-,English,
187,2011,Jul,07,81,Harry Potter and the Deathly Hallows: Part 2 (2011),"['Fantasy', 'Adventure']",130,David Yates,Daniel Radcliffe,Rupert Grint,"$125,000,000.00","$1,341,511,219.00",English,B
188,2019,Oct,25,81,How to Train Your Dragon: Homecoming (2019),"['Animation', 'Fantasy', 'Adventure', 'Action', 'Family']",22,Tim Johnson,Jay Baruchel,America Ferrera,-,-,English,PG
189,2021,May,26,81,Cruella (2021),"['Comedy', 'Crime']",134,Craig Gillespie,Emma Stone,Emma Thompson,"$200,000,000.00","$233,503,234.00",English,PG13
190,1996,Jan,01,81,I corti (1996),['Comedy'],2,Arturo Brachetti,Aldo Baglio,Giacomo Poretti,-,-,Italian,
191,1984,Aug,23,81,"Paris, Texas (1984)",['Drama'],145,Wim Wenders,Harry Dean Stanton,Nastassja Kinski,"$1,746,964.00","$2,181,987.00",English,R
192,1931,May,11,81,M (1931),"['Drama', 'Action', 'Thriller', 'Crime']",109,Fritz Lang,Peter Lorre,Ellen Widmann,-,-,German,PG13
193,2021,Mar,12,81,Paper Lives (2021),['Drama'],96,Can Ulkay,Çağatay Ulusoy,Emir Ali Dogrul,-,-,Turkish,NR
194,2010,Oct,07,81,Senna (2010),['Documentary'],106,Asif Kapadia,Ayrton Senna,Alain Prost,-,"$8,212,430.00",English,PG13
195,2014,Aug,29,81,The Salt of the Earth (2014),['Documentary'],109,Juliano Ribeiro Salgado,Sebastião Salgado,Wim Wenders,-,"$1,059,804.00",French,PG13
196,2000,Sep,29,81,In the Mood for Love (2000),"['Drama', 'Romance']",99,Wong Kar-wai,Tony Leung Chiu-wai,Maggie Cheung,"$150,000.00","$12,854,953.00",Cantonese,PG
197,2019,Dec,06,81,In the Arms of an Assassin (2019),"['Romance', 'Thriller']",101,Matías Moltrasio,William Levy,Alicia Sanz,-,"$425,332.00",Spanish; Castilian,R
198,2004,Mar,19,81,Eternal Sunshine of the Spotless Mind (2004),"['Science Fiction', 'Drama', 'Romance']",108,Michel Gondry,Jim Carrey,Kate Winslet,"$20,000,000.00","$72,258,126.00",English,R
199,1991,Mar,13,81,Paris Is Burning (1991),['Documentary'],71,Jennie Livingston,Carmen Xtravaganza,Brooke Xtravaganza,"$500,000.00","$3,779,620.00",English,R
200,2017,Dec,14,81,Along with the Gods: The Two Worlds (2017),"['Drama', 'Fantasy', 'Action']",139,Kim Yong-hwa,Ha Jung-woo,Cha Tae-hyun,"$18,300,000.00","$125,983,972.00",Korean,NR
201,2012,Oct,25,81,The Hunt (2012),['Drama'],116,Thomas Vinterberg,Mads Mikkelsen,Thomas Bo Larsen,"$3,800,000.00","$18,309,793.00",Danish,R
202,2005,Jan,28,81,Innocent Voices (2005),"['Drama', 'War']",2,Luis Mandoki,Carlos Padilla,Xuna Primus,-,"$837,000.00",Spanish; Castilian,R
203,2007,Dec,26,81,There Will Be Blood (2007),['Drama'],158,Paul Thomas Anderson,Daniel Day-Lewis,Paul Dano,"$25,000,000.00","$77,208,711.00",English,R
204,2017,Dec,01,81,"Three Billboards Outside Ebbing, Missouri (2017)","['Crime', 'Drama']",115,Martin McDonagh,Frances McDormand,Sam Rockwell,"$15,000,000.00","$160,192,031.00",English,R
205,2005,Sep,16,81,Pride &amp; Prejudice (2005),"['Drama', 'Romance']",127,Joe Wright,Keira Knightley,Matthew Macfadyen,"$28,000,000.00","$121,147,947.00",English,B
206,1975,Aug,02,81,Dersu Uzala (1975),"['Action', 'Adventure', 'Drama']",141,Akira Kurosawa,Yuriy Solomin,Maksim Munzuk,"$4,000,000.00",-,Russian,G
207,2011,Sep,22,81,Silenced (2011),['Drama'],125,Hwang Dong-hyuk,Gong Yoo,Jung Yu-mi,"$2,200,000.00","$31,500,000.00",Korean,18
208,2016,Nov,24,81,Lion (2016),['Drama'],118,Garth Davis,Dev Patel,Rooney Mara,"$12,000,000.00","$140,312,928.00",English,PG13
209,2010,Sep,04,81,Incendies (2010),"['Drama', 'War', 'Mystery']",131,Denis Villeneuve,Lubna Azabal,Mélissa Désormeaux-Poulin,"$6,800,000.00","$6,788,659.00",French,R
210,1959,Jun,03,81,The 400 Blows (1959),['Drama'],99,François Truffaut,Jean-Pierre Léaud,Claire Maurier,-,-,French,NR
211,1977,Aug,11,81,A Special Day (1977),"['Drama', 'Romance']",106,Ettore Scola,Sophia Loren,Marcello Mastroianni,-,-,Italian,NR
212,1991,Jul,03,81,Terminator 2: Judgment Day (1991),"['Action', 'Thriller', 'Science Fiction']",137,James Cameron,Arnold Schwarzenegger,Linda Hamilton,"$102,000,000.00","$520,000,000.00",English,B
213,1928,Apr,21,81,The Passion of Joan of Arc (1928),"['Drama', 'History']",82,Carl Theodor Dreyer,Maria Falconetti,Eugène Silvain,-,-,French,NR
214,1995,May,31,81,La Haine (1995),['Drama'],98,Mathieu Kassovitz,Vincent Cassel,Hubert Koundé,"$2,600,000.00","$15,300,000.00",French,NR
215,1981,Sep,17,81,Das Boot (1981),"['Drama', 'History', 'War']",150,Wolfgang Petersen,Jürgen Prochnow,Herbert Grönemeyer,"$14,000,000.00","$85,000,000.00",German,R
216,1968,Apr,02,81,2001: A Space Odyssey (1968),"['Science Fiction', 'Mystery', 'Adventure']",149,Stanley Kubrick,Keir Dullea,Gary Lockwood,"$12,000,000.00","$71,923,560.00",English,A
217,1993,Feb,05,81,Bound by Honor (1993),"['Crime', 'Action', 'Drama', 'Thriller']",190,Taylor Hackford,Damian Chapa,Jesse Borrego,"$35,000,000.00",-,English,C
218,1960,Oct,06,81,Rocco and His Brothers (1960),"['Crime', 'Drama']",178,Luchino Visconti,Alain Delon,Renato Salvatori,-,-,Italian,NR
219,1980,Oct,09,81,The Elephant Man (1980),"['Drama', 'History']",124,David Lynch,Anthony Hopkins,John Hurt,"$5,000,000.00","$26,010,864.00",English,PG
220,2017,Aug,02,81,A Taxi Driver (2017),"['Action', 'Drama', 'History']",138,Jang Hoon,Song Kang-ho,Thomas Kretschmann,"$12,820,005.00","$81,927,980.00",Korean,15
221,2019,Oct,18,81,Jojo Rabbit (2019),"['Comedy', 'War', 'Drama']",108,Taika Waititi,Roman Griffin Davis,Thomasin McKenzie,"$14,000,000.00","$82,468,705.00",English,B
222,2018,Feb,16,81,"Love, Simon (2018)","['Comedy', 'Drama', 'Romance']",110,Greg Berlanti,Nick Robinson,Jennifer Garner,"$17,000,000.00","$66,316,289.00",English,B
223,1988,Apr,16,81,My Neighbor Totoro (1988),"['Fantasy', 'Animation', 'Family']",86,Hayao Miyazaki,Noriko Hidaka,Hitoshi Takagi,"$3,700,000.00","$45,000,000.00",Japanese,A
224,2008,Jun,22,81,WALL·E (2008),"['Animation', 'Family', 'Science Fiction']",98,Andrew Stanton,Ben Burtt,Elissa Knight,"$180,000,000.00","$521,311,860.00",English,AA
225,2013,Sep,18,81,Prisoners (2013),"['Drama', 'Thriller', 'Crime']",153,Denis Villeneuve,Hugh Jackman,Jake Gyllenhaal,"$46,000,000.00","$122,126,687.00",English,B15
226,2016,Dec,10,81,Hidden Figures (2016),"['Drama', 'History']",127,Theodore Melfi,Taraji P. Henson,Octavia Spencer,"$25,000,000.00","$230,698,791.00",English,PG
227,2003,Jun,22,81,The Best of Youth (2003),"['Drama', 'History', 'Romance']",366,Stefano Rulli,Luigi Lo Cascio,Alessio Boni,-,"$2,693,053.00",Italian,R
228,1985,Jun,01,81,Ran (1985),"['Action', 'Drama', 'History']",160,Akira Kurosawa,Tatsuya Nakadai,Akira Terao,"$11,500,005.00","$11,859,533.00",Japanese,R
229,2009,Jan,24,81,Prayers for Bobby (2009),"['Drama', 'History', 'TV Movie']",90,Russell Mulcahy,Ryan Kelley,Sigourney Weaver,-,-,English,PG
230,2021,Jan,29,81,Palmer (2021),['Drama'],110,Fisher Stevens,Justin Timberlake,Ryder Allen,-,-,English,R
231,2007,Oct,12,81,Elite Squad (2007),"['Drama', 'Action', 'Crime']",115,José Padilha,Wagner Moura,Caio Junqueira,"$4,000,000.00","$14,759,148.00",Portuguese,R
232,2018,Jun,29,81,Won't You Be My Neighbor? (2018),['Documentary'],95,Morgan Neville,Margaret Whitmer,Tom Junod,-,"$22,835,787.00",English,PG13
233,2011,Sep,16,81,Samsara (2011),['Documentary'],102,Ron Fricke,Ni Made Megahadi Pratiwi,Puti Sri Candra Dewi,"$4,000,000.00",-,English,PG13
234,2003,May,02,81,Memories of Murder (2003),"['Crime', 'Drama', 'Thriller']",131,Bong Joon-ho,Song Kang-ho,Kim Sang-kyung,"$2,800,000.00","$26,000,000.00",Korean,15
235,2014,Feb,26,81,The Grand Budapest Hotel (2014),"['Comedy', 'Drama']",100,Wes Anderson,Ralph Fiennes,Tony Revolori,"$30,000,000.00","$174,600,318.00",English,B15
236,2018,Sep,30,81,Believe Me: The Abduction of Lisa McVey (2018),"['Drama', 'TV Movie']",98,Jim Donovan,Katie Douglas,David James Elliott,-,-,English,PG13
237,2018,Sep,12,81,On My Skin (2018),['Drama'],100,Alessio Cremonini,Alessandro Borghi,Max Tortora,-,-,Italian,T
238,2017,Jun,22,81,Loving Vincent (2017),"['Animation', 'Drama', 'Mystery', 'History']",95,Hugh Welchman,Douglas Booth,Eleanor Tomlinson,"$5,500,000.00","$42,187,665.00",English,PG13
239,2021,Jul,15,81,El mesero (2021),['Comedy'],86,Raúl Martínez,Vadhir Derbez,Bárbara López,-,-,Spanish; Castilian,
240,2017,Apr,12,81,Gifted (2017),"['Drama', 'Comedy']",101,Marc Webb,Chris Evans,Mckenna Grace,"$7,000,000.00","$40,343,446.00",English,PG13
241,1948,Sep,06,81,The Red Shoes (1948),"['Drama', 'Romance']",133,Emeric Pressburger,Moira Shearer,Adolf Wohlbrück,"$500,000.00",-,English,NR
242,2015,Oct,16,80,Room (2015),"['Drama', 'Thriller']",118,Emma Donoghue,Brie Larson,Jacob Tremblay,"$13,000,000.00","$35,401,758.00",English,B
243,2020,Feb,14,80,"Veinteañera, Divorciada y Fantástica (2020)",['Comedy'],93,Noé Santillán-López,Paulina Goto,Jesús Zavala,-,-,Spanish; Castilian,
244,1961,Dec,18,80,Judgment at Nuremberg (1961),"['Drama', 'History', 'War']",179,Stanley Kramer,Spencer Tracy,Burt Lancaster,"$3,000,000.00","$10,000,000.00",English,NR
245,1957,Oct,03,80,Nights of Cabiria (1957),['Drama'],110,Federico Fellini,Giulietta Masina,François Périer,-,"$752,045.00",Italian,16
246,1975,Mar,07,80,Mirror (1975),"['Drama', 'History']",107,Andrei Tarkovsky,Margarita Terekhova,Ignat Daniltsev,"$825,370.00","$119,266.00",Russian,0
247,2006,Mar,15,80,The Lives of Others (2006),"['Drama', 'Thriller']",137,Florian Henckel von Donnersmarck,Ulrich Mühe,Martina Gedeck,"$2,000,000.00","$70,000,000.00",German,R
248,2019,Jun,19,80,Weathering with You (2019),"['Animation', 'Drama', 'Fantasy', 'Romance']",112,Makoto Shinkai,Kotaro Daigo,Nana Mori,-,"$186,965,409.00",Japanese,PG13
249,2017,Jun,01,80,In a Heartbeat (2017),"['Family', 'Animation', 'Romance', 'Comedy']",4,Beth David,Nick Ainsworth,Kelly Donohue,-,-,English,
250,2010,Feb,10,80,My Name Is Khan (2010),"['Drama', 'Romance']",165,Karan Johar,Shah Rukh Khan,Kajol,"$12,000,000.00","$42,345,360.00",Hindi,B
251,1994,Jul,14,80,Chungking Express (1994),"['Drama', 'Comedy', 'Romance']",103,Wong Kar-wai,Takeshi Kaneshiro,Brigitte Lin,"$160,000.00",-,Cantonese,PG13
252,1928,Jan,06,80,The Circus (1928),"['Comedy', 'Romance']",72,Charlie Chaplin,Charlie Chaplin,Al Ernest Garcia,"$9,000,000.00",-,English,AA
253,1965,Dec,18,80,For a Few Dollars More (1965),['Western'],132,Sergio Leone,Clint Eastwood,Lee Van Cleef,"$600,000.00","$15,000,000.00",Italian,R
254,2000,Oct,06,80,Requiem for a Dream (2000),"['Crime', 'Drama']",102,Darren Aronofsky,Ellen Burstyn,Jared Leto,"$4,500,000.00","$7,390,108.00",English,C
255,2018,Sep,14,80,Where Hands Touch (2018),"['War', 'Drama', 'Romance']",122,Amma Asante,Amandla Stenberg,George MacKay,-,"$128,269.00",English,PG13
256,2015,Jun,04,80,The Second Mother (2015),['Drama'],112,Anna Muylaert,Regina Casé,Camila Márdila,-,-,Portuguese,Kids13
257,1962,Dec,20,80,To Kill a Mockingbird (1962),['Drama'],129,Robert Mulligan,Gregory Peck,Mary Badham,"$2,000,000.00","$13,129,846.00",English,NR
258,1999,Sep,15,80,American Beauty (1999),['Drama'],122,Alan Ball,Kevin Spacey,Annette Bening,"$15,000,000.00","$356,296,601.00",English,R
259,2021,Oct,14,80,Ron's Gone Wrong (2021),"['Animation', 'Science Fiction', 'Family', 'Comedy']",107,Sarah Smith,Zach Galifianakis,Jack Dylan Grazer,-,"$60,000,000.00",English,PG
260,2013,Dec,25,80,The Wolf of Wall Street (2013),"['Crime', 'Drama', 'Comedy']",3,Martin Scorsese,Leonardo DiCaprio,Jonah Hill,"$100,000,000.00","$392,000,000.00",English,R
261,1925,Jul,12,80,The Gold Rush (1925),"['Adventure', 'Comedy', 'Drama']",89,Charlie Chaplin,Charlie Chaplin,Georgia Hale,"$923,000.00","$4,000,000.00",English,A
262,2017,Aug,24,80,Bingo: The King of the Mornings (2017),"['Comedy', 'Drama']",113,Daniel Rezende,Vladimir Brichta,Leandra Leal,-,-,Portuguese,16
263,1982,Jun,25,80,The Thing (1982),"['Horror', 'Mystery', 'Science Fiction']",109,John Carpenter,Kurt Russell,Keith David,"$15,000,000.00","$19,629,760.00",English,C
264,1984,Sep,19,80,Amadeus (1984),"['History', 'Music', 'Drama']",160,Miloš Forman,F. Murray Abraham,Tom Hulce,"$18,000,000.00","$51,973,029.00",English,R
265,1953,Apr,22,80,The Wages of Fear (1953),"['Drama', 'Thriller', 'Adventure']",153,Henri-Georges Clouzot,Yves Montand,Charles Vanel,-,-,French,PG13
266,2014,Sep,06,80,Song of the Sea (2014),"['Family', 'Animation', 'Fantasy']",93,Tomm Moore,David Rawle,Lucy O'Connell,-,"$857,522.00",English,PG
267,1973,Dec,25,80,The Sting (1973),"['Comedy', 'Crime', 'Drama']",129,George Roy Hill,Paul Newman,Robert Redford,"$5,500,000.00","$159,616,327.00",English,PG
268,2021,Dec,15,80,Spider-Man: No Way Home (2021),"['Action', 'Adventure', 'Science Fiction']",148,Stan Lee,Tom Holland,Zendaya,"$200,000,000.00","$1,916,050,941.00",English,B
269,1954,May,29,80,Dial M for Murder (1954),"['Crime', 'Thriller']",105,Alfred Hitchcock,Ray Milland,Grace Kelly,"$1,400,000.00","$3,000,000.00",English,PG
270,1941,Apr,17,80,Citizen Kane (1941),"['Mystery', 'Drama']",119,Orson Welles,Orson Welles,Joseph Cotten,"$839,727.00","$23,218,000.00",English,PG
271,2021,Sep,14,80,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog (2021),"['Animation', 'Comedy', 'Mystery', 'Family', 'Fantasy']",72,Joe Ruby,Matthew Lillard,Thea White,-,-,English,PG
272,2021,Jan,15,80,Wish Dragon (2021),"['Animation', 'Family', 'Comedy', 'Fantasy']",99,Chris Appelhans,Jimmy Wong,John Cho,-,"$25,860,000.00",English,PG
273,2021,Nov,04,80,Finch (2021),"['Science Fiction', 'Drama', 'Adventure']",115,Miguel Sapochnik,Tom Hanks,Caleb Landry Jones,"$2,500,000.00",-,English,PG13
274,2015,Jul,11,80,The Boy and the Beast (2015),"['Action', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",119,Mamoru Hosoda,Kōji Yakusho,Aoi Miyazaki,-,"$49,714,378.00",Japanese,PG13
275,2019,May,03,80,A Dog's Journey (2019),"['Family', 'Adventure', 'Drama']",109,W. Bruce Cameron,Marg Helgenberger,Betty Gilpin,-,"$2,520,000.00",English,PG
276,2004,May,31,80,Harry Potter and the Prisoner of Azkaban (2004),"['Adventure', 'Fantasy']",141,Alfonso Cuarón,Daniel Radcliffe,Rupert Grint,"$130,000,000.00","$789,804,554.00",English,A
277,1948,Jan,15,80,The Treasure of the Sierra Madre (1948),"['Adventure', 'Drama', 'Western']",126,John Huston,Humphrey Bogart,Walter Huston,"$3,800,000.00","$4,307,000.00",English,NR
278,1926,Dec,25,80,The General (1926),"['Action', 'Adventure', 'Comedy', 'Drama', 'War']",79,Buster Keaton,Buster Keaton,Marion Mack,"$750,000.00","$1,000,000.00",English,NR
279,1950,Dec,09,80,The Young and the Damned (1950),"['Crime', 'Drama']",77,Luis Buñuel,Alfonso Mejía,Estela Inda,-,-,Spanish; Castilian,16
280,2019,Mar,15,80,No Manches Frida 2 (2019),['Comedy'],102,Nacho G. Velilla,Omar Chaparro,Martha Higareda,-,-,Spanish; Castilian,
281,1953,Mar,26,80,Ugetsu (1953),"['Fantasy', 'Drama', 'Mystery']",96,Kenji Mizoguchi,Machiko Kyō,Mitsuko Mito,-,-,Japanese,16
282,2009,Jan,31,80,Love Exposure (2009),"['Action', 'Comedy', 'Drama', 'Romance']",237,Sion Sono,Takahiro Nishijima,Hikari Mitsushima,-,-,Japanese,
283,2014,Nov,14,80,The Imitation Game (2014),"['History', 'Drama', 'Thriller', 'War']",113,Morten Tyldum,Benedict Cumberbatch,Keira Knightley,"$14,000,000.00","$233,555,708.00",English,PG13
284,1978,Mar,09,80,The Deer Hunter (1978),"['Drama', 'War']",183,Michael Cimino,Robert De Niro,Christopher Walken,"$15,000,000.00","$50,000,000.00",English,R
285,2021,Dec,01,80,Sing 2 (2021),"['Animation', 'Adventure', 'Comedy']",110,Garth Jennings,Matthew McConaughey,Reese Witherspoon,"$85,000,000.00","$406,000,000.00",English,PG
